Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price
15,275,275,PUBG: BATTLEGROUNDS,578080,the best,8,2583.95,2026-02-19 07:23:44,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
16,746,746,Black Myth: Wukong,2358720,again i wish there wa a middle option the game ha so much potential but it didn t manage to grab me but i know other people will love it journey to the west is a great story and the devs capture the essence of the thing i love most about chinese culture with the journal entry and the character but the combat and the linearity of a soul like come back to undermine the narrative combat feel too light and weightless i m never quite sure if i m dodging and attack and the heavy attack feel wrong the linearity is forgiveable but a an elden ring fan i find being boxed into a set path boring and unchallenging with the pacing dictated by the devs personal opinion on the game flow rather than mine elden ring wa like gothic and risen with brutal difficulty curve but with a soul respawn instead of reloading an old save i would strongly recommend anyone who love soul game and want to be like monkey from the s show,963,7.783333333333333,2026-03-01 00:06:50,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0
17,128,128,Apex Legends,1172470,noder good game,15,1111.3333333333333,2025-06-05 16:35:39,"100,000,000 .. 200,000,000",['Respawn'],['Electronic Arts'],"['Action', 'Adventure', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input']","Nov 4, 2020",
18,1646,1646,ELDEN RING,1245620,game worth buck,25,84.38333333333334,2026-03-01 14:54:24,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
19,1852,1852,Path of Exile 2,2694490,loooovvvveeeeedddddddd poe but man this game run like sh instance like to break lag happen alot not my connection im on fiber hope they work on it alot but right now diablo make this game seem like a,220,53.21666666666667,2026-02-27 06:13:12,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0
20,674,674,New World: Aeternum,1063730,amazing game fun playing solo or with friend,51,278.28333333333336,2026-02-12 21:56:04,"50,000,000 .. 100,000,000",['Amazon Game Studios'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support']","Sep 28, 2021",
21,1664,1664,ELDEN RING,1245620,this game is painful in everyway possible but this game make it fun,69,17.066666666666666,2026-03-01 09:36:15,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
22,1981,1981,Wallpaper Engine,431960,for a long time this wa my most played game not more to say,63,33.31666666666667,2026-03-01 03:36:36,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0
23,1083,1083,Unturned,304930,i wish there wa a mutiplare,28,65.98333333333333,2023-02-26 23:08:41,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",
24,1922,1922,Wallpaper Engine,431960,wallpaper,9,6.333333333333333,2026-03-01 21:55:05,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0
25,99,99,Counter-Strike: Global Offensive,730,good but the anti cheat is suck,33,93.78333333333332,2026-03-01 21:57:58,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",
26,1179,1179,Lost Ark,1599340,very badly designed game and the devs are new to gaming,56,118.58333333333331,2025-12-01 05:56:20,"50,000,000 .. 100,000,000",['Smilegate RPG'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support']","Feb 11, 2022",
27,964,964,Left 4 Dead 2,550,good game but no left dead yet,34,52.28333333333333,2026-03-01 00:58:13,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0
28,792,792,Black Myth: Wukong,2358720,good,4,39.583333333333336,2026-02-27 12:32:40,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0
29,29,29,Counter-Strike: Global Offensive,730,best game awful anticheat tho,29,178.06666666666666,2026-03-02 00:39:44,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",
30,628,628,New World: Aeternum,1063730,so only got to play this for seven hour and they are already shutting it down vaporware and no refund at this point,122,7.65,2026-02-25 05:36:06,"50,000,000 .. 100,000,000",['Amazon Game Studios'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support']","Sep 28, 2021",
31,944,944,Left 4 Dead 2,550,good,7,4.2,2026-03-01 08:22:08,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0
32,572,572,Call of Duty: Modern Warfare II,1938090,this is the absolute worst cod ever made i m never buying another call of duty ever again bo actually wasn t bad but bo wa horrendous whoever the made this game should be disemboweled and and strangled with their entrails,234,153.36666666666667,2026-02-27 19:35:57,"50,000,000 .. 100,000,000","['Treyarch', 'Raven Software', 'Beenox', 'High Moon Studios', 'Sledgehammer Games', 'Infinity Ward', 'Activision Shanghai', 'Demonware']",['Activision'],['Action'],['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'HDR available']","Oct 27, 2022",
33,907,907,Left 4 Dead 2,550,i mean it s left dead,27,41.16666666666666,2026-03-01 22:12:01,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0
34,1080,1080,Unturned,304930,ok,3,44.15,2023-03-19 12:51:17,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",
35,450,450,Team Fortress 2,440,most fun game i have ever played if youre looking for a not serious fps where you can have fun look here,108,295.01666666666665,2026-02-22 18:32:58,"50,000,000 .. 100,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet']","Oct 10, 2007",
36,1609,1609,ELDEN RING,1245620,margit the perfect teacher,28,6.883333333333334,2026-03-01 23:07:44,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
37,1290,1290,War Thunder,236390,i hate using aim p s,29,986.3333333333334,2024-01-14 01:11:05,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",
38,1078,1078,Unturned,304930,,1,21.58333333333333,2023-04-05 22:35:56,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",
39,254,254,PUBG: BATTLEGROUNDS,578080,w,1,126.35,2026-02-22 02:48:51,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
40,124,124,Apex Legends,1172470,best gunfeel across any fps i have touched,43,1583.1,2025-06-29 21:01:44,"100,000,000 .. 200,000,000",['Respawn'],['Electronic Arts'],"['Action', 'Adventure', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input']","Nov 4, 2020",
41,1927,1927,Wallpaper Engine,431960,goated,6,394.7166666666666,2026-03-01 20:43:06,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0
42,251,251,PUBG: BATTLEGROUNDS,578080,nice game,9,107.5,2026-02-22 11:19:42,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
43,585,585,Call of Duty: Modern Warfare II,1938090,it bad on steam only i ve been facing an issue nor steam or activision helped me,81,73.95,2026-02-27 03:35:56,"50,000,000 .. 100,000,000","['Treyarch', 'Raven Software', 'Beenox', 'High Moon Studios', 'Sledgehammer Games', 'Infinity Ward', 'Activision Shanghai', 'Demonware']",['Activision'],['Action'],['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'HDR available']","Oct 27, 2022",
