Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price,embedding
52,1450,1450,HELLDIVERS 2,553850,i love this game  sadly it doesn t even work  it shuts down my pc everytime i try just playing it  or in the best of the cases it just barely works  what an undemocratic port  btw this is the only game that shuts down my pc  i even can play bodycam at 75 fps,259,25.55,2026-03-01 21:05:18,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,"-0.10692361,0.22525255,0.56069386,-0.24112743,-0.17798722,0.25711006,-0.093258284,0.14865597,0.014932394,-0.033769544,0.23732471,0.006833763,0.15591976,-0.09248947,0.08047073,-0.10410188,0.012214689,0.25107157,-0.26623702,0.33226115,0.27717042,0.087676674,0.238503,-0.00927069,0.3921198,0.0017855642,-0.20202433,-0.47158122,0.12086839,-0.22229214,-0.13564642,0.61195844,0.05639272,0.056622013,-0.009500742,0.28518662,-0.16117838,0.14131077,-0.012094893,-0.23623489,-0.18066639,-0.15828654,0.1171969,-0.37968388,-0.19559969,0.021990238,0.23467553,-0.337867,0.011851237,-0.717203,0.025845207,-0.07868443,0.13445187,0.8993515,-0.4000426,-2.2310016,-0.08803655,-0.08801914,1.3914253,0.51868165,-0.13717273,0.683434,-0.3598467,0.10544328,0.54289424,0.045883305,0.46399823,0.18245159,0.01763744,-0.0555798,0.07924419,-0.22021542,0.051556163,-0.26838213,0.21946327,0.017241864,-0.1384677,-0.031353448,-0.6140903,0.03310263,0.3989699,-0.046964947,-0.5668939,0.14651662,-1.322596,-0.08642456,0.057802293,-0.23327124,-0.12236749,-0.19876282,-0.08068295,-0.014519899,-0.044842754,0.13223398,-0.3533006,-0.059956662,-0.16830036,-0.22266068,0.4271183,0.293354"
53,212,212,PUBG: BATTLEGROUNDS,578080,loot the loot the,17,762.75,2026-02-28 04:09:34,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",,"-0.0063435007,0.03531,0.3615463,-0.49923998,0.090638995,0.5249765,-0.298785,0.08792,0.22062503,0.2737095,0.252245,0.60979503,0.02384001,0.069925,-0.270095,-0.012024999,0.418705,0.027280003,-0.47266,0.059265018,0.4918,-0.388785,0.134595,-0.0704495,0.06839,-0.355905,-0.121205,-0.19828999,0.024214998,-0.375945,0.00899,-0.12877,-0.41072,0.0699395,-0.250095,-0.2772385,0.16510999,0.20785,-0.013230003,-0.36705902,-0.17300999,-0.37008,-0.071035,-0.068493195,0.2277675,0.676885,0.120684996,-0.140643,-0.155173,-0.44779998,-0.217651,0.49792498,0.158353,0.695495,-0.353614,-1.4376601,-0.17468,-0.38660002,1.29013,0.224995,-0.145428,0.61876,-0.056703005,0.33729,0.743845,-0.0644655,0.2569375,-0.08955501,0.085568994,-0.23668,-0.200204,-0.54744,-0.1385345,-0.23916799,0.129845,0.279635,-0.46033,0.13810499,-0.85668,0.43930703,0.63092,0.6217,-0.36201,0.19282001,-0.689745,-0.183239,0.045486,-0.19964,0.060224995,-0.0840745,-0.020707,-0.14724949,0.38827997,0.32130998,-0.580145,-0.81224,-0.109105006,0.14631501,0.47947,0.39644"
54,909,909,Left 4 Dead 2,550,yuh,3,4.583333333333333,2026-03-01 21:07:51,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,"-1.8317,-1.4003,0.018019,-1.3427,0.40551,0.0093243,0.1421,-1.353,0.53803,-1.801,-0.45456,-0.33258,-0.70718,0.12818,0.45358,0.51076,-0.7267,1.5232,0.73582,-1.4732,-0.59123,0.37355,0.40518,0.82506,0.59269,-0.78048,-0.53169,-0.42584,-0.7632,-0.57778,1.2219,0.31228,-0.25597,0.58674,-0.32662,-0.61693,-0.64014,0.7939,-0.66682,-0.45958,0.66411,-0.026093,-0.52583,0.41329,0.53432,0.21452,-0.46787,0.25011,0.71412,-1.584,-1.7845,-0.68635,-0.29995,0.11289,-1.1005,0.57204,1.0362,-0.12953,-0.046904,-1.4457,1.135,-0.085313,1.2644,-0.92414,-0.36333,1.3232,-0.12416,1.5782,-1.0558,-0.49856,0.32497,-0.29824,0.20715,-0.98555,-0.12454,-0.9488,1.0636,0.66645,-0.75756,-0.51622,0.98035,-0.18337,0.71916,-1.2541,-0.67275,-0.14071,-0.07738,0.017427,0.5906,1.181,-0.64865,-0.27256,0.75476,0.70973,0.56365,0.073208,1.8635,-1.256,-0.07843,-1.6825"
55,1741,1741,Terraria,105600,its really fun,14,7.35,2026-03-01 20:50:08,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0,"-0.09406967,0.12917434,0.54459333,-0.45450434,-0.36817667,0.14138769,-0.17858367,0.30672333,-0.07637999,0.028002674,0.289714,-0.0302938,0.045371335,-0.24395238,-0.074810006,-0.124173336,-0.022598475,0.26001,-0.053430002,0.7205267,0.42123666,0.25474,-0.024933001,-0.47455668,0.21898334,0.35083666,-0.38360667,-0.37619534,-0.024799334,-0.27962002,-0.3846133,0.73203665,-0.044056326,-0.09389892,0.09797666,0.13807334,-0.13291334,0.05223,-0.21211736,-0.5192133,0.09465333,-0.03759573,0.15351333,-0.23588334,-0.37613,0.014224003,0.35552403,-0.124271,0.21393567,-0.9936033,0.038521666,-0.26990667,-0.0075870007,0.86221665,-0.18152134,-2.5458333,0.31886998,0.18926668,1.5480167,-0.04818667,-0.04060767,0.96825665,-0.45346665,0.021916667,0.64988,0.11911001,0.6913533,0.18359,0.17429666,-0.31772333,0.41662,-0.30734634,-0.07241267,-0.28614327,0.03670001,0.21152999,-0.07251666,-0.09558967,-0.71487933,0.20361666,-0.08691434,-0.022542333,-0.38634002,0.23533334,-1.4732,-0.20600669,-0.18438332,-0.12173467,-0.34825167,-0.25853,0.019960335,0.30420667,0.087725006,-0.11060334,-0.31223834,-0.25259,-0.59970665,-0.56984,0.61559665,0.9671233"
56,1244,1244,War Thunder,236390,vary skill based with a vary high learning carve gind is worse than world of tanks,82,91.76666666666668,2025-02-08 23:35:20,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,"-0.16633934,0.41896904,0.31157914,0.13588694,0.017615326,0.072745256,-0.06014854,0.059065916,-0.28514865,0.3578869,-0.11218827,-0.20498821,0.2869355,-0.1458924,0.06045406,-0.26330444,0.1220144,-0.033927128,-0.2985054,0.24920236,0.09635545,-0.08827966,0.33902115,0.07890992,0.13731334,-0.15920168,-0.014049141,-0.41779137,-0.21017694,-0.104959056,-0.17456366,0.2778189,-0.19658686,-0.23118487,0.22272506,0.18551606,0.11456795,0.32531747,-0.023280935,-0.113334276,-0.13414754,-0.23168813,-0.10833799,-0.22579068,-0.040657997,-0.006147338,0.41249174,-0.19067281,-0.1245679,-0.5366345,0.022421407,-0.216284,0.06679834,1.0913967,-0.09451108,-2.0569847,0.16828121,-0.15078248,1.3867447,0.38298905,0.07742433,0.7447168,-0.0859758,0.11960521,0.4677106,0.042697404,0.26271448,0.0149716735,0.33211535,0.023146683,-0.09569192,-0.20132832,0.010590667,0.02609647,0.265413,0.03450993,-0.095654555,-0.106991656,-0.68135864,-0.029928405,0.56009007,0.078820676,-0.5165312,0.019746136,-1.0747334,0.012571663,0.10717012,-0.27854824,-0.027666595,-0.23998412,-0.15013501,-0.038588192,-0.20886213,-0.018412996,-0.36881676,-0.085008375,-0.24525338,-0.44644004,0.72678465,0.21759968"
57,1696,1696,ELDEN RING,1245620,this is the game of all time,29,228.9,2026-03-01 00:36:30,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,"-0.21201512,0.15029545,0.7918886,-0.35834572,-0.08437542,0.35888615,-0.06304457,0.25673,-0.47735783,-0.045778718,0.23081943,-0.10252072,0.15411372,-0.15335,0.15745829,-0.26285014,0.24272428,0.23479213,-0.29368857,0.2266384,0.15915957,-0.08471815,0.19216658,0.07861871,0.5237015,-0.23671715,0.15292571,-0.36822858,-0.069552146,-0.17802629,-0.2912287,0.4306414,0.025214294,0.0057442826,-0.028344575,0.09943901,-0.09697972,0.47924426,-0.18724786,-0.26012546,-0.43836144,-0.2095157,0.32437855,-0.2225037,-0.017946288,0.107042275,0.41676256,-0.55049574,-0.004075851,-0.71548426,0.07943898,-0.1498827,0.17889914,1.123223,-0.3831262,-2.935,-0.11294743,-0.2710314,1.7695142,0.7897343,-0.31193998,0.77636,-0.20605671,0.14804141,0.90318143,0.003947143,0.43494502,0.17103301,0.15046401,-0.11169116,-0.048143856,-0.30287498,-0.13337629,-0.172031,0.31020144,0.11928229,-0.359933,-0.14913657,-1.1083714,0.07253773,0.48902997,0.1494553,-0.7398814,0.31604758,-1.5471143,0.036535423,-0.1855587,-0.38550386,0.16493157,-0.42588145,-0.21658716,0.038238574,-0.31485572,0.34288973,-0.5240745,-0.25912288,-0.35604843,-0.38583258,0.6994343,0.28165016"
58,1182,1182,Lost Ark,1599340,"tbh  its one of the games with the best combat feel ive ever played  especially when slayer came out the characters skills and sword were so satisfying that i couldve turned all my alts into slayers  but after a certain point  the game became unplayable because of gatekeeping  i quit about two years ago  but i wanted to come back and take a look 

but what i saw was the same thing again  the game was full of bots  when i last quit  it was pay to win  but now it has basically become pay to play  you literally cant move without spending money  and youre still forced to do your dailies with every character like some kind of slave  i dont understand how a company can ignore its players this much  even putting that aside  why are the bosses still so punishing  with this much gatekeeping and such a solid foundation for a great game  why not just make the game actually playable 

i mean  you cant even find a group for the bosses you need to fight every week to upgrade certain items  sometimes spending hours  days  or even weeks trying  some people just quit in the later stages because they dont want to bother  the old raid is meaningless  the gameplay feels pointless  the sense of progression drops so much after a certain gear score that i cant even find a single reason to keep playing this game 

honestly  its one of the rare games with really great level and combat design in my eyes  but i think it will shut down eventually like new world  so id say dont bother at all  especially expecting anything reasonable from these developers is more pointless than just sitting at home and waiting for your gpu to evolve itself",1651,1136.3666666666666,2025-11-27 21:42:22,"50,000,000 .. 100,000,000",['Smilegate RPG'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support']","Feb 11, 2022",,"-0.057770927,0.22665189,0.39149144,-0.26554886,-0.16683044,0.21818976,-0.1413702,0.16330601,-0.060978025,-0.029039193,0.13575119,0.006736199,0.20401041,-0.06934271,0.08101615,-0.22889368,0.08595841,0.18785731,-0.31967652,0.27045122,0.25576362,0.01520042,0.115258075,-0.07378981,0.24775884,-0.06507006,-0.16870496,-0.4452753,0.12823115,-0.19414681,-0.106803395,0.43737915,-0.066530146,-0.016515272,0.041101184,0.2820824,-0.0842647,0.18514487,-0.019061152,-0.18211195,-0.3196883,-0.16827708,0.13667604,-0.32833758,-0.13931307,0.028802775,0.2555072,-0.27893454,-0.018836612,-0.7499445,-0.0014415464,-0.07641119,0.093206234,1.0097317,-0.1621911,-2.2575207,0.012763728,-0.17490537,1.4262768,0.5123327,-0.14692971,0.74259037,-0.30704805,0.105285116,0.6595463,0.026851492,0.4521674,0.27746257,0.040594194,-0.16590044,0.0063127438,-0.28565463,-0.07221193,-0.30689263,0.11048464,0.10051791,-0.19920413,-0.05661326,-0.711688,0.020327764,0.52569264,-0.00925286,-0.50895435,0.12475786,-1.3556066,-0.15836719,0.018572254,-0.12570539,-0.21613795,-0.30063245,-0.087597,-0.09060401,-0.091764204,0.048698846,-0.48101592,-0.11776559,-0.22688401,-0.23207827,0.45947522,0.25025716"
59,361,361,Palworld,1623730,pretty fun,10,93.86666666666666,2026-02-28 09:00:27,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,"-0.440665,0.1709165,0.380215,-0.686795,-0.471915,0.3403351,0.02729205,0.49826503,-0.25121,-0.300151,0.29078,-0.078644,-0.10246199,-0.2927995,0.16282,0.0324775,-0.41738272,0.38549,-0.051560007,0.87686,0.661415,0.65415,-0.08682999,-0.89079,0.142345,0.48281,-0.611645,-0.47142798,-0.385419,-0.0644985,-0.53183645,0.49607,0.3017555,-0.44910502,0.59088004,0.037826,-0.547495,0.004965,0.155249,-0.72466,0.371725,-0.0248711,-0.128869,-0.32410002,-0.586895,-0.229659,0.157261,0.254215,0.302192,-1.06393,0.0314475,-0.602785,0.21923,0.361435,-0.070064,-2.2002,0.358675,0.815395,0.889425,-0.084614,-0.093986906,1.128,-0.978695,-0.185425,0.533805,0.12661,1.078925,-0.055540003,0.038600504,-0.11708799,0.24865,-0.19625466,0.0816055,0.0760621,0.16225502,0.652695,-0.023480006,-0.019669995,-0.029732252,-0.11659,-0.16710499,0.0790135,-0.24454,-0.07368995,-1.40945,-0.25869,-0.268715,-0.133512,-0.644145,-0.38160998,0.0179265,0.1577775,0.23389499,-0.22253951,0.00016599987,-0.30770048,-0.722355,-0.28572,0.17410499,0.835655"
60,1473,1473,HELLDIVERS 2,553850,for super earth,24,42.05,2026-03-01 19:19:42,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0,"-0.27781,0.19574666,0.78229666,-0.22604232,0.12452332,-0.08796667,0.09571,0.17811,-0.86617,0.10082334,0.356141,-0.63926333,0.057291668,-0.22438599,0.12433001,-0.48488998,0.43107966,0.4185637,-0.04825333,0.283884,0.17259999,-0.33110335,-0.17945333,0.005801668,0.40628,0.38865337,-0.06429867,-0.05294935,0.16169034,0.22954302,-0.17586,0.13815667,-0.3789133,0.059583332,0.40551102,0.20597453,-0.297766,0.73340935,-0.37490535,-0.16908832,-0.44250998,-0.31078333,-0.040093333,-0.35823998,-0.056012373,0.34124002,-0.05265667,-0.11312997,-0.10520667,-0.41928563,-0.20705767,0.14133966,0.35908434,1.0932432,-0.083034,-2.2853334,0.1538,0.23898333,1.5169233,0.35126567,-0.34379837,0.64219,-0.29290333,0.013140003,0.88311005,0.32976767,0.10975742,0.16752331,0.04305002,-0.23071666,0.04725333,-0.42195737,-0.05850933,0.41640663,-0.15538,-0.13421667,-0.027003327,-0.06692234,-0.6707507,0.16029601,0.51904136,0.14816765,-0.49028,0.41307,-0.81310993,0.06232333,0.29173002,-0.29655,0.10339668,-0.22725333,0.18103333,0.39193335,0.16789633,0.17959534,-0.41559997,-0.39645663,-0.47826457,0.22433667,0.6661807,-0.17505467"
61,678,678,New World: Aeternum,1063730,great game for both casual and hardcore players  wish it wasn t coming to an end,81,213.6,2026-02-12 05:27:08,"50,000,000 .. 100,000,000",['Amazon Game Studios'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support']","Sep 28, 2021",,"-0.029002562,0.21298221,0.34477,-0.21096843,-0.16581126,0.23283899,-0.020505939,0.008193867,-0.2424318,-0.055913128,0.085844874,-0.23117371,0.11488706,-0.124057874,0.18883651,-0.1476138,0.21083426,0.12967311,-0.3177975,0.30769897,0.32076114,-0.014949561,0.17968887,-0.049355015,0.34100932,0.09621731,-0.07851463,-0.38329396,0.2426348,-0.20815769,-0.18687,0.61841965,-0.16678588,-0.011515189,0.14006919,0.22001596,-0.10910866,0.300797,-0.1918525,-0.18600136,-0.09584468,-0.109635584,0.19247659,-0.3367536,-0.2227308,0.029318765,0.2177893,-0.20850757,0.2256077,-0.6653261,-0.04231101,-0.030046377,0.09569325,0.7674822,-0.19112274,-2.1469688,-0.11905806,-0.2611223,1.4083104,0.45038795,-0.34279004,0.5452696,-0.37229902,0.06921801,0.577635,-0.03181369,0.46870416,0.25336513,0.06876307,-0.22670382,0.074710116,-0.29763627,-0.13709694,-0.43879426,0.15194762,0.075201556,-0.11437301,0.066846125,-0.53984374,-0.11512181,0.52434015,-0.13943438,-0.3566628,0.13248032,-1.1808408,-0.13447699,-0.14084382,-0.060844682,-0.16935538,-0.12824105,-0.17574275,0.06242282,-0.17512107,0.041245006,-0.31330866,-0.26579338,-0.3200867,-0.10205651,0.47745192,0.18721737"
62,1621,1621,ELDEN RING,1245620,try fingers  but hole,21,817.35,2026-03-01 20:34:22,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0,"-0.2251275,0.143995,0.39847678,-0.33728302,-0.18865725,0.24434501,0.0649375,0.099427,-0.015111748,-0.16034125,0.297555,0.29222032,0.2294425,0.041960053,0.063747495,0.20657751,-0.311699,0.0845875,-0.4278125,-0.16007751,0.2790155,0.46239448,0.10929151,-0.254865,0.5201525,0.3556695,-0.57785,-0.58547246,0.38814503,-0.3888825,-0.03221,0.35062003,-0.00018574297,-0.0074832495,0.094511,-0.0356995,-0.3308287,0.13033125,0.38827,-0.090114996,-0.32333,-0.25376683,0.027120003,-0.20660248,-0.58313,0.032514494,0.054089263,-0.056768715,-0.27055,-0.647175,-0.24256425,0.0048274994,-0.15282226,1.226725,-0.07708925,-2.228595,-0.14965525,-0.096206,1.0735475,0.54231876,-0.1627775,0.79157996,-0.13797,0.5833467,0.484755,-0.10551,0.2986465,0.24127248,-0.2141475,-0.6351625,-0.09005941,0.15931,0.1634525,-0.5412625,-0.039855003,0.007966498,-0.3242575,-0.115929574,-0.062040005,0.4639245,0.535785,0.025390252,-0.6435475,-0.107793,-1.2439301,-0.27662748,0.31517798,0.3850475,-0.26249874,0.26564926,-0.39864576,0.04023449,-0.065802254,-0.11636676,-0.49450296,-0.018890645,0.1315825,-0.25994,0.038004003,0.06093473"
63,1089,1089,Unturned,304930,great game but play on gravity semi rp  best server,52,1158.7166666666667,2023-01-10 23:15:55,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",,"-0.16357279,0.2389292,0.541808,-0.21655619,-0.106850006,0.176945,0.059977997,-0.014480489,-0.3362646,-0.021585902,0.23494108,-0.16427167,-0.0043671965,-0.1272946,0.088435985,-0.0513752,0.12761,0.253088,-0.2831536,0.29317,0.18166694,-0.10252039,0.15807919,0.3545019,0.49608102,-0.06370421,-0.063079,-0.1610763,0.055200595,-0.030522803,-0.4489943,0.44402933,-0.059356906,0.020446803,0.2831924,0.08788475,-0.36766285,0.45032805,-0.33448952,-0.34491503,-0.0949974,-0.117017604,0.0746517,-0.13911271,-0.007155904,-0.09086261,0.21517071,-0.48784906,0.1377912,-0.57058895,-0.19734101,0.007303995,0.2286053,0.837031,0.0089299055,-2.0768378,0.017176995,0.071959004,1.245501,0.51686496,-0.25020403,0.4633808,-0.597767,0.24712649,0.533466,-0.034844905,0.28514963,0.2722969,0.05101999,-0.058720805,-0.06331421,-0.1736545,0.3082829,-0.2177558,0.1607579,-0.057614803,-0.16534708,-0.06731075,-0.3360315,0.1740782,0.5229887,0.0130092995,-0.53222805,0.07269029,-0.962574,0.0295933,-0.08155795,-0.015087994,-0.076728106,-0.098624304,-0.14404243,0.316947,-0.059744693,0.248047,-0.16464108,-0.06470501,-0.22012798,-0.15189591,0.6667554,0.15284921"
64,1987,1987,Wallpaper Engine,431960,good free static and dynamic backgrounds  works with little to no issue  thumbsup,82,12.766666666666667,2026-03-01 01:41:49,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0,"-0.18291676,0.3753765,0.21120508,-0.18819708,0.051863518,0.12077275,-0.15558183,0.0075260797,-0.115990736,0.019664733,-0.053194452,-0.16537459,0.20255123,0.018598339,0.22179084,-0.09649608,0.1647006,0.009752093,-0.23313415,0.18810104,0.19251007,-0.06641808,0.26895386,-0.12619771,0.20446539,-0.2015685,-0.035891417,-0.35598335,-0.058524832,-0.10846039,-0.18262924,0.4816289,-0.26873496,-0.031237489,0.10226017,0.21883917,0.112664334,0.17506851,-0.11130131,-0.17910565,-0.24002151,-0.29969785,0.010907252,-0.25076073,-0.30353498,-0.18626659,0.13360266,-0.2416516,-0.021875074,-0.62454164,0.06262675,-0.0022391651,-0.08373517,0.9105596,0.11496691,-2.1715567,0.16427049,-0.18816912,1.4473683,0.30101907,-0.13150801,0.6175354,-0.50655097,0.033795834,0.8390229,-0.10250324,0.5983575,0.15167941,0.24573024,-0.19930758,-0.01896774,-0.24909608,0.16100843,-0.41852164,0.24630304,0.19245583,-0.16550459,-0.014349584,-0.5164532,-0.1946296,0.5544633,0.14415017,-0.19335417,0.1284404,-1.2895608,0.12860225,0.07797442,-0.04459234,-0.22064133,-0.42213047,-0.074798055,-0.16912276,-0.13788433,-0.029777331,-0.40028,-0.0010304997,-0.35041127,-0.54671687,0.44868314,0.23798883"
65,1847,1847,Path of Exile 2,2694490,gotta love when the devs slowly remove everything fun about a game and just leave a meaningless incrimental number grind behind,127,375.45,2026-02-27 15:51:54,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0,"-0.14428669,0.21081646,0.35491621,-0.2407777,-0.1861389,0.42032018,-0.023139805,0.29138872,0.034208607,0.009882545,0.15701835,0.082423925,0.11189085,0.027134353,0.1819711,-0.0811282,0.034322325,0.2860539,-0.24962012,0.2545166,0.3693877,0.098396406,0.0918255,-0.0872313,0.38297477,0.11795821,-0.20368889,-0.33623815,0.13034095,-0.19581498,-0.30581522,0.43500748,-0.00610715,-0.055192627,-0.11529161,0.12484205,-0.12135714,0.089125104,0.069663554,-0.22407529,-0.22552352,-0.20390806,0.13194652,-0.31929368,-0.14348999,0.0147392955,0.111014344,-0.11717775,-0.004490246,-0.6762367,0.029651249,-0.12633607,0.039980903,0.9589788,-0.11450304,-2.106341,-0.0018290043,0.031445052,1.1838945,0.43711305,-0.0957051,0.637511,-0.32289982,0.0028433457,0.6067125,0.118349805,0.46788472,0.18765935,0.003292105,-0.107294455,-0.032345276,-0.14888015,-0.043047905,-0.10227172,0.113117635,0.25843793,-0.15385582,-0.11940299,-0.4252084,0.0051949047,0.39999837,0.051366575,-0.43815947,0.11601076,-1.0850258,-0.1518343,0.0907701,-0.045460757,-0.2816079,-0.22662365,-0.056548,0.041262902,-0.14043117,0.0501746,-0.3643221,-0.3943045,-0.19622876,-0.14024904,0.42173892,0.34291893"
